county_fips_code,mcsa,flfpr_20to64,flfpr_20to64_6to17,flfpr_20to64_under6,flfpr_20to64_under6_6to17,pr_f,mhi_2018,one_race,one_race_a,one_race_b,one_race_h,one_race_i,one_race_other,one_race_w,two_races,hispanic,households,h_6to17_both_work,h_6to17_fwork,h_6to17_mwork,h_6to17_single_m
37057,95.582,71.9,80.94181818181818,73.10909090909091,70.47181818181818,11.681818181818182,48437.93454545455,98.77272727272727,1.3272727272727272,9.136363636363637,0,0.4181818181818182,1.6454545454545455,86.2,1.2272727272727273,6.363636363636363,64159.818181818184,12111.818181818182,3657.5454545454545,728.3636363636364,5581.181818181818
37023,88.48,69.06363636363636,75.46454545454546,72.4090909090909,60.73909090909091,13.754545454545454,41786.91545454545,98.34545454545454,3.481818181818182,6.409090909090909,0.03636363636363636,0.4636363636363636,2.9363636363636365,85.04545454545455,1.6545454545454545,5.454545454545454,34451.36363636364,5546.727272727273,1605.5454545454545,587.6363636363636,3039
37181,94.862,67.63636363636364,88.96909090909091,69.81818181818181,77.28636363636363,19.772727272727273,37585.35545454545,98.7090909090909,0.4,49.72727272727273,0.01818181818181818,0.7272727272727273,4.390909090909091,43.43636363636364,1.2909090909090908,6.818181818181818,16472.272727272728,2003.7272727272727,764.5454545454545,194.54545454545456,3242.6363636363635
37087,99.874,67.18181818181819,75.36636363636363,67.22727272727273,40.903636363636366,11.063636363636364,46201.32454545455,98.64545454545454,0.4,1.0727272727272728,0.03636363636363636,0.4636363636363636,0.8,95.84545454545454,1.3545454545454545,3.2,26130.363636363636,3155.6363636363635,1200.2727272727273,273.27272727272725,1871.4545454545455
37069,106.83,70.4090909090909,74.58363636363636,66.64545454545454,60.878181818181815,11.836363636363636,48526.623636363634,97.84545454545454,0.4363636363636364,25.945454545454545,0.03636363636363636,0.6818181818181818,3.5636363636363635,67.21818181818182,2.1545454545454543,7.681818181818182,23084.363636363636,4003.6363636363635,2133.4545454545455,255.36363636363637,2204
37151,94.468,71.9,75.82090909090908,66.46363636363637,64.44363636363636,13.054545454545455,45448.70545454545,98.46363636363637,1.009090909090909,5.863636363636363,0.00909090909090909,0.4363636363636364,4.4363636363636365,86.7,1.5363636363636364,10.545454545454545,54821,9354.09090909091,4181.363636363636,639.3636363636364,5560
37031,111.45,70.69090909090909,81.13090909090909,77.9090909090909,76.1,9.627272727272727,53057.068181818184,97.91818181818182,0.990909090909091,6.2272727272727275,0.03636363636363636,0.4090909090909091,1.3636363636363638,88.9090909090909,2.081818181818182,3.5454545454545454,28839.454545454544,3706.3636363636365,1184,224.36363636363637,2344.2727272727275
37055,139.822,78.35454545454546,87.74545454545455,72.8,78.29181818181819,5.9818181818181815,59854.43090909091,98.39999999999999,0.3818181818181818,3.0272727272727273,0.01818181818181818,0.509090909090909,2.0545454545454547,92.42727272727272,1.5999999999999999,6.005454545454545,15182.09090909091,2042.090909090909,655.0909090909091,116.81818181818181,1198.1818181818182
37101,109.108,72.44545454545454,82.83727272727273,70.06363636363636,67.43272727272728,11.2,55610.69,97.93636363636364,0.6,15.318181818181818,0,0.41818181818181815,3.381818181818182,78.2,2.0636363636363635,12.554545454545455,61073.454545454544,14232.636363636364,4984.090909090909,863.3636363636364,7207.272727272727
37187,89.11,64.10454545454546,63.21,72.64999999999999,75.25727272727272,19.39636363636364,36777.86818181818,98.49,0.1190909090909091,49.8,0,0.31545454545454543,1.9363636363636363,46.345454545454544,1.51,3.66,5077.454545454545,557.2727272727273,285.0909090909091,13.818181818181817,839.8181818181819
37111,103.056,66.24545454545455,72.51727272727273,73.64545454545454,72.03,14.063636363636364,39922.84181818182,98.75454545454545,0.8909090909090909,3.8,0.01818181818181818,0.38181818181818183,2.0272727272727273,91.60909090909091,1.2454545454545454,5.327272727272727,17432.727272727272,2634.818181818182,962,310.8181818181818,1542.8181818181818
37137,92.604,66.62272727272727,74.53818181818181,64.75909090909092,67.10727272727273,8.675454545454546,46367.89727272727,97.89909090909092,0.28363636363636363,19.756363636363638,0.3181818181818182,0.6290909090909091,0.9790909090909091,75.87818181818182,2.100909090909091,2.899090909090909,5303,533.9090909090909,213,110.72727272727273,437.1818181818182
37155,87.55,61.45454545454545,74.29727272727273,66.56363636363636,61.264545454545456,25.154545454545456,33421.64090909091,97.52727272727273,0.7181818181818181,24.045454545454547,0.1,37.74545454545454,4.254545454545455,30.672727272727272,2.4727272727272727,8.172727272727272,44962.90909090909,5926.909090909091,2980.7272727272725,653.5454545454545,9466.363636363636
